SEASON,SCHOOL,CONFERENCE,G,GS,MP,PER100_FG,PER100_FGA,PER100_FG%,PER100_2P,PER100_2PA,PER100_2P%,PER100_3P,PER100_3PA,PER100_3P%,PER100_FT,PER100_FTA,PER100_FT%,PER100_TRB,PER100_AST,PER100_STL,PER100_BLK,PER100_TOV,PER100_PF,PER100_PTS,PER100_ORtg,PER100_DRtg,PLAYER,SPORTS_REF_ID
2009-10,Michigan State,Big Ten,33,31,1027,9.8,21.5,0.453,7.7,15.7,0.491,2.1,5.9,0.354,7.4,9.6,0.772,3.7,7.7,2.4,0.1,4.7,2.9,29,114.1,102.3,Kalin Lucas,kalin-lucas-1
2010-11,Michigan State,Big Ten,34,34,1136,10.4,24.2,0.428,7.5,16.9,0.445,2.8,7.3,0.39,7.3,8.9,0.82,3.9,6.1,1.9,0.1,4.6,3.8,30.9,109,106.1,Kalin Lucas,kalin-lucas-1
Career,Michigan State,,141,119,4278,10.1,22.9,0.425,7.6,16.3,0.442,2.5,6.6,0.377,7.3,9.2,0.796,3.8,6.9,2.1,0.1,4.7,3.4,30,111.4,104.3,Kalin Lucas,kalin-lucas-1
2014-15,Kentucky,SEC,39,39,822,11.1,19.5,0.566,10.9,18.9,0.577,0.2,0.6,0.25,8.3,10.2,0.813,19.9,3.4,1.4,6.7,4,8.8,30.6,126.8,78.1,Karl-Anthony Towns,karl-anthony-towns-1
Career,Kentucky,,39,39,822,11.1,19.5,0.566,10.9,18.9,0.577,0.2,0.6,0.25,8.3,10.2,0.813,19.9,3.4,1.4,6.7,4,8.8,30.6,126.8,78.1,Karl-Anthony Towns,karl-anthony-towns-1
2009-10,San Diego State,MWC,34,33,1064,9.8,21.5,0.455,8.8,16.9,0.523,0.9,4.6,0.205,5,6.9,0.726,19.8,3.8,2.8,1.4,4.5,5,25.5,109.5,90.6,Kawhi Leonard,kawhi-leonard-1
2010-11,San Diego State,MWC,36,36,1172,11.3,25.4,0.444,10,20.8,0.478,1.3,4.6,0.291,5.9,7.8,0.759,20.4,4.9,2.7,1.1,4.1,4.8,29.8,112.5,86.3,Kawhi Leonard,kawhi-leonard-1
Career,San Diego State,,70,69,2236,10.6,23.6,0.449,9.4,19,0.497,1.1,4.6,0.25,5.5,7.3,0.744,20.1,4.4,2.7,1.3,4.3,4.9,27.8,111.2,88.3,Kawhi Leonard,kawhi-leonard-1
2013-14,Oakland,Horizon,33,33,1068,5.5,13.8,0.402,4.5,10.4,0.427,1.1,3.4,0.323,4.9,6.5,0.756,7,11.5,1.6,0.2,5.1,5.4,17.1,103,114.2,Kay Felder,kahlil-felder-1
2014-15,Oakland,Horizon,33,32,1272,8.6,20.5,0.422,6.4,13.9,0.461,2.2,6.6,0.338,8.7,10.6,0.826,7.4,11.9,3.1,0.4,6.5,3.9,28.2,110.6,109.4,Kay Felder,kahlil-felder-1
2015-16,Oakland,Horizon,35,35,1286,11.2,25.4,0.44,8,16.5,0.485,3.2,8.9,0.355,9.9,11.7,0.848,6.2,13.5,2.9,0.3,5,4.3,35.4,122.8,105.8,Kay Felder,kahlil-felder-1
Career,Oakland,,101,100,3626,8.7,20.4,0.426,6.5,13.9,0.464,2.2,6.5,0.345,8.1,9.8,0.822,6.8,12.4,2.6,0.3,5.5,4.5,27.7,114.2,109.4,Kay Felder,kahlil-felder-1
2014-15,Ohio State,Big Ten,33,0,327,8.2,17.2,0.473,4.8,10,0.481,3.3,7.2,0.462,3.5,5.2,0.679,12.6,3.2,2,3.5,2.4,4.4,23.2,119.7,91.8,Keita Bates-Diop,keita-bates-diop-1
2015-16,Ohio State,Big Ten,33,33,1040,8,17.7,0.453,6,11.4,0.525,2,6.3,0.324,4,5.1,0.787,11.9,2,1.4,2.3,2.6,3.5,22.1,111.5,98.8,Keita Bates-Diop,keita-bates-diop-1
2016-17,Ohio State,Big Ten,9,3,210,10.3,20.5,0.5,9.4,16.4,0.576,0.8,4.2,0.2,2.8,3.9,0.714,13,3.3,0.6,3.3,3.9,3.6,24.1,104.1,100.5,Keita Bates-Diop,keita-bates-diop-1
2017-18,Ohio State,Big Ten,34,34,1125,12.9,26.9,0.48,9.5,17.3,0.547,3.5,9.6,0.359,5.9,7.4,0.794,15.5,2.9,1.6,2.9,3.2,3,35.1,116.8,94.6,Keita Bates-Diop,keita-bates-diop-1
Career,Ohio State,,109,70,2702,10.3,21.7,0.472,7.6,14.1,0.537,2.7,7.6,0.352,4.6,5.9,0.776,13.6,2.6,1.5,2.8,2.9,3.4,27.8,114.4,96.4,Keita Bates-Diop,keita-bates-diop-1
2010-11,Michigan State,Big Ten,34,19,780,5.6,12.8,0.436,2.6,5.4,0.471,3,7.4,0.411,2.6,3,0.895,7.5,3.5,1.6,1.2,4.1,5.9,16.9,103.3,103,Keith Appling,keith-appling-1
2011-12,Michigan State,Big Ten,37,37,1139,7.1,16.6,0.427,5.8,11.4,0.507,1.3,5.2,0.25,7.2,9.2,0.788,5.7,7.8,2.3,0.8,4.6,4.9,22.7,110.1,95.5,Keith Appling,keith-appling-1
2012-13,Michigan State,Big Ten,36,36,1208,8,19.2,0.415,5.9,12.7,0.464,2.1,6.6,0.32,6.6,8.8,0.749,6.3,6.1,2.4,1,4.3,4.2,24.6,107.5,95.5,Keith Appling,keith-appling-1
2013-14,Michigan State,Big Ten,35,32,1102,7.3,16.1,0.452,5.4,10.9,0.495,1.9,5.2,0.362,5.1,7.8,0.66,5.8,8.6,2.3,0.8,4.1,5.3,21.5,111.1,102.1,Keith Appling,keith-appling-1
Career,Michigan State,,142,124,4229,7.1,16.5,0.431,5.1,10.5,0.486,2,6,0.334,5.6,7.5,0.748,6.2,6.7,2.2,0.9,4.3,5,21.8,108.6,98.7,Keith Appling,keith-appling-1
2007-08,Oakland,Summit,29,20,389,,,0.505,,,0.505,,,,,,0.667,,,,,,,,,,Keith Benson,keith-benson-1
2008-09,Oakland,Summit,36,36,999,,,0.622,,,0.624,,,0,,,0.667,,,,,,,,,,Keith Benson,keith-benson-1
2009-10,Oakland,Summit,35,35,1095,10.8,20.2,0.533,10.7,19.9,0.535,0.1,0.3,0.4,9.8,13.5,0.724,19,1.5,0.8,6.1,3,5.4,31.4,124.1,95.8,Keith Benson,keith-benson-1
2010-11,Oakland,Summit,35,35,1133,11.3,20.6,0.547,10.8,19.5,0.556,0.4,1.1,0.391,7.7,11.9,0.643,17.3,1.9,1.4,6.1,3.2,5.3,30.6,120.2,98.9,Keith Benson,keith-benson-1
Career,Oakland,,135,126,3616,11,20.4,0.558,10.7,19.7,0.562,0.3,0.7,0.379,8.7,12.7,0.679,18.1,1.7,1.1,6.1,3.1,5.3,31,122.1,97.4,Keith Benson,keith-benson-1
2009-10,Gonzaga,WCC,34,0,419,6.7,13.5,0.5,6.2,11,0.563,0.6,2.5,0.222,3.9,6.5,0.596,12.8,3.6,2.5,0.7,2.9,9.4,17.9,112.1,94.9,Kelly Olynyk,kelly-olynyk-1
2010-11,Gonzaga,WCC,35,4,471,9.2,16,0.574,7.7,12.7,0.608,1.5,3.4,0.444,5.2,8.4,0.618,16.5,3.2,1.5,0.6,5.2,7.1,25.1,112.3,95.6,Kelly Olynyk,kelly-olynyk-1
2012-13,Gonzaga,WCC,32,27,845,15.6,24.8,0.629,14.9,22.6,0.66,0.7,2.2,0.3,9.6,12.3,0.776,17,4,1.6,2.6,5.6,5.2,41.4,127.1,89.9,Kelly Olynyk,kelly-olynyk-1
Career,Gonzaga,,101,31,1735,11.6,19.5,0.594,10.8,17,0.634,0.9,2.6,0.333,6.9,9.8,0.709,15.8,3.7,1.8,1.6,4.8,6.8,31,120.8,92.7,Kelly Olynyk,kelly-olynyk-1
2014-15,Kansas,Big 12,36,27,756,8.7,19.7,0.444,6,12.1,0.497,2.7,7.5,0.358,6.3,8.7,0.718,14.2,2.2,3.3,1,3.4,5.6,26.4,112,92.6,Kelly Oubre,kelly-oubre-1
Career,Kansas,,36,27,756,8.7,19.7,0.444,6,12.1,0.497,2.7,7.5,0.358,6.3,8.7,0.718,14.2,2.2,3.3,1,3.4,5.6,26.4,112,92.6,Kelly Oubre,kelly-oubre-1
2008-09,UConn,Big East,36,2,907,,,0.47,,,0.522,,,0.271,,,0.715,,,,,,,,,,Kemba Walker,kemba-walker-1
2009-10,UConn,Big East,34,34,1197,7.4,18.4,0.403,5.6,13,0.43,1.9,5.5,0.339,7.6,9.9,0.767,7.1,8.4,3.4,0.7,4.8,2.9,24.3,109.3,98.5,Kemba Walker,kemba-walker-1
2010-11,UConn,Big East,41,41,1543,12.6,29.4,0.428,9.6,20.4,0.471,3,9,0.33,10.3,12.5,0.819,8.9,7.3,3.1,0.3,3.7,2.2,38.4,121.2,98.9,Kemba Walker,kemba-walker-1
Career,UConn,,111,77,3647,10.3,24.5,0.428,7.8,17.1,0.469,2.5,7.4,0.326,9.1,11.4,0.783,8.1,7.8,3.2,0.5,4.2,2.5,32.1,116.7,98.8,Kemba Walker,kemba-walker-1
2010-11,UNC,ACC,37,20,912,4.6,10.9,0.42,3.4,7.8,0.434,1.2,3.1,0.385,3.5,5.1,0.69,4.7,13.9,2.4,0.2,5.6,3,13.9,103,98.2,Kendall Marshall,kendall-marshall-1
2011-12,UNC,ACC,36,35,1189,4.9,10.4,0.467,3.6,6.8,0.527,1.3,3.7,0.354,2.5,3.7,0.696,4.4,16.3,2,0.3,4.7,2.6,13.6,114.9,98.4,Kendall Marshall,kendall-marshall-1
Career,UNC,,73,55,2101,4.7,10.6,0.446,3.5,7.2,0.484,1.3,3.4,0.366,3,4.3,0.693,4.5,15.2,2.2,0.2,5.1,2.8,13.7,109.5,98.3,Kendall Marshall,kendall-marshall-1
2007-08,Morehead State,OVC,30,20,605,,,0.516,,,0.522,,,0,,,0.58,,,,,,,,,,Kenneth Faried,kenneth-faried-1
2008-09,Morehead State,OVC,36,36,1083,,,0.556,,,0.558,,,0.4,,,0.577,,,,,,,,,,Kenneth Faried,kenneth-faried-1
2009-10,Morehead State,OVC,35,32,1060,12.8,22.6,0.564,12.7,22.4,0.567,0.1,0.2,0.25,8,13.5,0.595,26,1.1,3.2,3.8,4.8,6.6,33.6,114.3,83.7,Kenneth Faried,kenneth-faried-1
2010-11,Morehead State,OVC,35,34,1216,11.9,19.1,0.623,11.9,19.1,0.623,0,0,,7.1,12.3,0.577,26,1.9,3.4,4.2,4.7,5.5,31,121,84,Kenneth Faried,kenneth-faried-1
Career,Morehead State,,136,122,3964,12.3,20.8,0.569,12.3,20.7,0.572,0,0.1,0.25,7.6,12.9,0.583,26,1.5,3.3,4,4.7,6,32.2,117.7,83.9,Kenneth Faried,kenneth-faried-1
2014-15,TCU,Big 12,33,17,917,6.9,14.4,0.477,6.1,12.3,0.497,0.7,2.1,0.355,4.6,7.6,0.607,14.9,3.1,2,2.2,2.4,5.4,19.1,115.8,94.5,Kenrich Williams,kenrich-williams-1
2016-17,TCU,Big 12,37,36,1211,7.7,15.5,0.495,5.5,9.5,0.579,2.2,6,0.363,2.8,4.8,0.586,17.4,4.9,2.7,1.2,2.1,4.5,20.4,125.5,98,Kenrich Williams,kenrich-williams-1
2017-18,TCU,Big 12,32,32,1153,7.7,16.1,0.477,5.5,10.5,0.521,2.2,5.6,0.395,3.3,4.8,0.688,14.7,6.1,2.8,0.7,3.2,4,20.9,120.2,103.4,Kenrich Williams,kenrich-williams-1
Career,TCU,,102,85,3281,7.5,15.4,0.484,5.7,10.6,0.533,1.8,4.8,0.375,3.4,5.5,0.625,15.8,4.9,2.5,1.3,2.6,4.5,20.2,121,99.1,Kenrich Williams,kenrich-williams-1
2008-09,Old Dominion,CAA,35,9,571,,,0.433,,,0.486,,,0.265,,,0.429,,,,,,,,,,Kent Bazemore,kent-bazemore-1
2009-10,Old Dominion,CAA,36,29,962,7.9,16.3,0.486,7.3,14.3,0.512,0.6,2,0.3,3.6,7.3,0.486,9.9,8,4.4,1.1,4.9,5.7,20,102,87.1,Kent Bazemore,kent-bazemore-1
2010-11,Old Dominion,CAA,34,33,1045,9.4,19.6,0.481,7.4,14.8,0.504,2,4.8,0.408,5.6,8.4,0.662,10.9,6.2,4.8,1.9,5.2,4.5,26.3,111.6,90.9,Kent Bazemore,kent-bazemore-1
2011-12,Old Dominion,CAA,35,32,1103,10.4,25.5,0.407,7.5,16.6,0.453,2.8,8.9,0.321,6.4,10.1,0.632,11.9,6,4.1,0.7,6.2,5.3,30,100.2,90.8,Kent Bazemore,kent-bazemore-1
Career,Old Dominion,,140,103,3681,9.3,20.7,0.447,7.4,15.3,0.486,1.9,5.4,0.334,5.3,8.7,0.581,10.9,6.7,4.4,1.2,5.5,5.2,25.7,104.1,89.7,Kent Bazemore,kent-bazemore-1
2011-12,Georgia,SEC,32,30,1028,9.6,24.3,0.396,5.5,10.8,0.512,4.1,13.6,0.304,3.4,5.1,0.654,10.5,2.4,3.7,0.7,2.3,4.4,26.7,105.7,99.6,Kentavious Caldwell-Pope,kentavious-caldwell-pope-1
2012-13,Georgia,SEC,32,30,1086,11,25.4,0.433,6,12.1,0.498,5,13.3,0.373,8,10,0.799,13.3,3.4,3.8,1,3.8,4.1,34.9,115.7,91,Kentavious Caldwell-Pope,kentavious-caldwell-pope-1
Career,Georgia,,64,60,2114,10.3,24.9,0.415,5.8,11.5,0.504,4.6,13.4,0.339,5.7,7.6,0.752,12,2.9,3.8,0.9,3.1,4.2,30.9,111.3,95.1,Kentavious Caldwell-Pope,kentavious-caldwell-pope-1
2016-17,Maryland,Big Ten,33,33,971,6.7,16,0.42,2.8,5.4,0.517,3.9,10.6,0.371,1.2,1.7,0.714,9.9,5.3,1.9,1.4,2.8,3.6,18.6,111.8,99.2,Kevin Huerter,kevin-huerter-1
2017-18,Maryland,Big Ten,32,32,1101,8.8,17.6,0.503,4.9,8,0.605,4,9.6,0.417,4.1,5.4,0.758,8.8,5.9,1.1,1.1,4.4,4.1,25.8,119,102.9,Kevin Huerter,kevin-huerter-1
Career,Maryland,,65,65,2072,7.8,16.8,0.466,3.9,6.8,0.572,4,10,0.394,2.7,3.6,0.748,9.3,5.6,1.5,1.3,3.6,3.9,22.4,116,101.2,Kevin Huerter,kevin-huerter-1
2008-09,West Virginia,Big East,35,0,676,,,0.495,,,0.517,,,0.214,,,0.565,,,,,,,,,,Kevin Jones,kevin-jones-5
2009-10,West Virginia,Big East,38,38,1254,9.9,19.1,0.521,7.8,13.9,0.565,2.1,5.2,0.404,3.6,5.4,0.661,13.6,2,1.1,1.7,2,3.5,25.5,128.4,100.1,Kevin Jones,kevin-jones-5
2010-11,West Virginia,Big East,33,32,1152,9.4,21,0.446,7.7,15.5,0.498,1.7,5.6,0.301,3,4.9,0.604,13.3,2,1,1,1.9,3.5,23.4,114.4,103.2,Kevin Jones,kevin-jones-5
2011-12,West Virginia,Big East,33,33,1265,12.7,24.9,0.509,11,18.7,0.59,1.7,6.2,0.266,5,6.4,0.78,17.6,2,1.1,1.7,2,2,32,127.7,99.7,Kevin Jones,kevin-jones-5
Career,West Virginia,,139,103,4347,10.7,21.7,0.494,8.9,16,0.549,1.8,5.7,0.315,3.9,5.6,0.677,14.9,2,1.1,1.5,2,3,27.1,123.9,100.9,Kevin Jones,kevin-jones-5
2017-18,Kentucky,SEC,37,37,1198,9.4,21,0.445,6.6,13.1,0.509,2.7,8,0.341,6.1,7.8,0.774,9.6,2.5,1.5,0.5,4.1,3.9,27.6,109.3,102.8,Kevin Knox,kevin-knox-1
Career,Kentucky,,37,37,1198,9.4,21,0.445,6.6,13.1,0.509,2.7,8,0.341,6.1,7.8,0.774,9.6,2.5,1.5,0.5,4.1,3.9,27.6,109.3,102.8,Kevin Knox,kevin-knox-1
2008-09,Tennessee Tech,OVC,30,19,610,,,0.383,,,0.363,,,0.418,,,0.72,,,,,,,,,,Kevin Murphy,kevin-murphy-1
2009-10,Tennessee Tech,OVC,32,30,1003,9.9,22.5,0.442,7.8,15.4,0.504,2.2,7.1,0.306,6.7,8.8,0.755,7.3,3.9,1.3,0.2,5.3,4.4,28.7,104.8,113.6,Kevin Murphy,kevin-murphy-1
2010-11,Tennessee Tech,OVC,33,28,966,11.7,24.5,0.478,9.6,18.1,0.529,2.1,6.4,0.333,6.9,9.4,0.735,8.6,3.4,2,0.3,6.2,4.2,32.4,102.8,98.4,Kevin Murphy,kevin-murphy-1
2011-12,Tennessee Tech,OVC,33,32,1139,12.2,27.5,0.444,8.2,17.8,0.46,4,9.7,0.416,6.3,8.8,0.721,8.9,3.9,1.4,0.4,5.5,3.6,34.9,105.6,106,Kevin Murphy,kevin-murphy-1
Career,Tennessee Tech,,128,109,3718,11.3,25,0.443,8.5,17.1,0.476,2.8,7.8,0.372,6.6,9,0.734,8.3,3.7,1.6,0.3,5.7,4,32.1,104.5,106,Kevin Murphy,kevin-murphy-1
2014-15,UCLA,Pac-12,36,36,1113,8.1,17.1,0.47,6.9,14.3,0.481,1.2,2.8,0.415,4.9,7.8,0.626,17.7,2.7,2.5,1.7,2.4,5.6,22.2,116.5,97,Kevon Looney,kevon-looney-1
Career,UCLA,,36,36,1113,8.1,17.1,0.47,6.9,14.3,0.481,1.2,2.8,0.415,4.9,7.8,0.626,17.7,2.7,2.5,1.7,2.4,5.6,22.2,116.5,97,Kevon Looney,kevon-looney-1
2011-12,Pitt,Big East,10,6,150,6.8,11.9,0.571,6.8,11.9,0.571,0,0,,5.1,9.4,0.545,21.3,0,0.9,8.1,3,8.9,18.7,115.4,96.4,Khem Birch,khem-birch-1
2012-13,UNLV,MWC,26,15,568,6.8,12.2,0.563,6.8,12.2,0.563,0,0,,5.3,8.3,0.642,15.2,1.5,1.8,6.9,3.2,5.3,19,114.4,87.4,Khem Birch,khem-birch-1
2013-14,UNLV,MWC,33,32,1037,7.2,14.2,0.51,7.2,14.2,0.51,0,0,,7.6,11,0.693,19.5,2.3,1.2,7.2,2.6,4.4,22.1,123,91.3,Khem Birch,khem-birch-1
Career,Overall,,69,53,1755,7.1,13.3,0.531,7.1,13.3,0.531,0,0,,6.6,9.9,0.668,18.2,1.9,1.4,7.2,2.8,5.1,20.8,119.8,90.4,Khem Birch,khem-birch-1
2009-10,Texas A&M,Big 12,34,22,710,6.7,16,0.416,3.9,7.4,0.523,2.8,8.6,0.324,4.6,6.1,0.75,10.6,3.1,2.4,0.8,3.5,6.8,20.7,109.5,96,Khris Middleton,khris-middleton-1
2010-11,Texas A&M,Big 12,33,33,978,10.3,22.9,0.45,7.8,15.9,0.49,2.5,7,0.361,7.5,9.6,0.784,11.1,6,2.5,0.1,5.8,4.5,30.6,110.9,95.7,Khris Middleton,khris-middleton-1
2011-12,Texas A&M,Big 12,20,17,575,11.2,27,0.415,9,18.6,0.485,2.2,8.5,0.26,4.3,5.7,0.75,10.9,4.9,2.1,0.5,4.7,4.1,28.9,98,97.6,Khris Middleton,khris-middleton-1
Career,Texas A&M,,87,72,2263,9.3,21.7,0.431,6.8,13.8,0.494,2.5,7.9,0.321,5.7,7.5,0.768,10.9,4.8,2.4,0.5,4.8,5.1,27,106.9,96.3,Khris Middleton,khris-middleton-1
2015-16,Creighton,Big East,34,28,634,7.2,15.2,0.471,5.2,10.4,0.496,2,4.8,0.418,2.2,4.2,0.521,10.9,4,2.9,0.3,3.2,5.5,18.6,104.9,99,Khyri Thomas,khyri-thomas-1
2016-17,Creighton,Big East,35,34,1093,8.2,16.2,0.505,5.9,10.3,0.568,2.3,5.9,0.393,3,3.9,0.766,10.1,5.9,2.6,0.8,3.5,2.8,21.6,116.8,98.9,Khyri Thomas,khyri-thomas-1
2017-18,Creighton,Big East,33,33,1046,9.7,17.9,0.538,6.4,10,0.639,3.3,7.9,0.411,3.5,4.5,0.788,7.6,4.8,2.9,0.4,3.1,3.3,26.1,122.4,100.9,Khyri Thomas,khyri-thomas-1
Career,Creighton,,102,95,2773,8.5,16.7,0.511,5.9,10.2,0.578,2.6,6.4,0.406,3,4.2,0.719,9.3,5.1,2.8,0.5,3.3,3.6,22.6,116.5,99.7,Khyri Thomas,khyri-thomas-1
2008-09,Missouri,Big 12,38,13,547,,,0.387,,,0.402,,,0.373,,,0.724,,,,,,,,,,Kim English,kim-english-1
2009-10,Missouri,Big 12,34,29,818,10.7,27.3,0.393,6.1,14.7,0.413,4.7,12.7,0.37,6.5,9,0.731,7.9,2.7,3.1,0.2,4.9,4,32.7,102.2,94.6,Kim English,kim-english-1
2010-11,Missouri,Big 12,34,29,869,6.7,18.4,0.366,3.4,9.4,0.365,3.3,9,0.366,4.9,6.7,0.726,6.7,4.3,2.7,0.7,4.3,3.7,21.7,99.1,100,Kim English,kim-english-1
2011-12,Missouri,Big 12,35,35,1175,8.8,16.8,0.521,4.8,8.1,0.589,4,8.7,0.459,4.5,6.2,0.725,7.6,2.9,2.3,0.5,3,4.3,26,123.7,102.6,Kim English,kim-english-1
Career,Missouri,,141,106,3409,8.7,20.4,0.42,4.7,10.4,0.444,4,10,0.394,5.2,7.2,0.727,7.4,3.3,2.7,0.5,4,4,26.6,108.4,99.4,Kim English,kim-english-1
2008-09,Washington State,Pac-10,33,33,1092,,,0.421,,,0.427,,,0.412,,,0.903,,,,,,,,,,Klay Thompson,klay-thompson-1
2009-10,Washington State,Pac-10,31,30,1096,10.9,26.5,0.412,6.8,15.1,0.449,4.2,11.4,0.364,7.3,9.1,0.801,8.7,3.8,2.4,1.2,5.7,4.1,33.3,105.6,104.2,Klay Thompson,klay-thompson-1
2010-11,Washington State,Pac-10,34,33,1179,11.9,27.3,0.436,7,15.1,0.466,4.9,12.2,0.398,7.7,9.2,0.838,8.8,6.3,2.8,1.6,5.7,4.9,36.3,109.8,95.8,Klay Thompson,klay-thompson-1
Career,Washington State,,98,96,3367,11.4,26.9,0.424,6.9,15.1,0.45,4.5,11.8,0.39,7.5,9.1,0.827,8.8,5.1,2.6,1.4,5.7,4.5,34.9,107.9,99.8,Klay Thompson,klay-thompson-1
2016-17,Arizona,Pac-12,37,19,871,7.6,19.2,0.395,5.4,12.5,0.432,2.2,6.7,0.327,4.7,6.1,0.775,4.1,5,1.6,0.2,3.1,4.8,22.1,106,103.6,Kobi Simmons,kobi-simmons-1
Career,Arizona,,37,19,871,7.6,19.2,0.395,5.4,12.5,0.432,2.2,6.7,0.327,4.7,6.1,0.775,4.1,5,1.6,0.2,3.1,4.8,22.1,106,103.6,Kobi Simmons,kobi-simmons-1
2017-18,Dayton,A-10,29,6,438,7.9,13.8,0.574,7.6,11.7,0.651,0.3,2,0.133,4.5,8.7,0.516,11.3,1.8,1,4.2,5.3,9,20.6,95.9,105.6,Kostas Antetokounmpo,kostas-antetokounmpo-1
Career,Dayton,,29,6,438,7.9,13.8,0.574,7.6,11.7,0.651,0.3,2,0.133,4.5,8.7,0.516,11.3,1.8,1,4.2,5.3,9,20.6,95.9,105.6,Kostas Antetokounmpo,kostas-antetokounmpo-1
2012-13,Providence,Big East,25,18,680,4.4,11,0.398,4,9.8,0.413,0.4,1.3,0.286,3.6,5.2,0.69,10.7,7.1,2.6,0.6,4.2,6.9,12.7,98.4,98.1,Kris Dunn,kris-dunn-1
2013-14,Providence,Big East,4,0,106,3.5,11.1,0.316,3.5,9.9,0.353,0,1.2,0,1.7,1.7,1,5.8,11.6,4.1,0.6,8.1,5.2,8.7,71.5,102.7,Kris Dunn,kris-dunn-1
2014-15,Providence,Big East,33,33,1123,10,21.2,0.474,8.6,17,0.505,1.5,4.2,0.351,6.4,9.3,0.686,9.8,13.4,4.9,0.5,7.5,5.5,27.9,105.3,94.2,Kris Dunn,kris-dunn-1
2015-16,Providence,Big East,33,32,1088,9.7,21.6,0.448,7.5,15.7,0.477,2.2,5.9,0.372,6.9,10,0.695,9.3,10.8,4.3,1.1,6.1,4.9,28.5,106.1,94.8,Kris Dunn,kris-dunn-1
Career,Providence,,95,83,2997,8.4,18.7,0.45,7,14.6,0.476,1.4,4.1,0.354,5.8,8.4,0.693,9.7,11,4.1,0.8,6.3,5.6,24.1,103.8,95.6,Kris Dunn,kris-dunn-1
2008-09,Syracuse,Big East,34,2,458,,,0.427,,,0.481,,,0.269,,,0.404,,,,,,,,,,Kris Joseph,kris-joseph-1
2009-10,Syracuse,Big East,35,4,974,7.3,15,0.49,6.8,12.6,0.541,0.5,2.4,0.22,6.7,9,0.748,11.2,3.5,2.8,0.8,3.6,3.7,21.9,115.2,94.3,Kris Joseph,kris-joseph-1
2010-11,Syracuse,Big East,34,34,1101,8.6,18.8,0.456,6.1,12,0.507,2.5,6.8,0.366,7,9.9,0.711,9.8,4.1,2.8,1.2,4,3.5,26.7,112.8,96,Kris Joseph,kris-joseph-1
2011-12,Syracuse,Big East,37,37,1192,8.4,20.1,0.421,5.8,12.5,0.467,2.6,7.6,0.345,6,8.1,0.745,9,2.9,2.6,1.2,2.8,3.2,25.5,113.7,96.7,Kris Joseph,kris-joseph-1
Career,Syracuse,,140,77,3725,8.1,18.1,0.449,6.2,12.4,0.501,1.9,5.7,0.331,6.6,9,0.702,9.9,3.5,2.7,1.1,3.5,3.4,24.8,113.8,95.7,Kris Joseph,kris-joseph-1
2012-13,UCLA,Pac-12,35,34,1046,6.7,16.1,0.416,6.3,14,0.447,0.4,2.1,0.211,4.7,6.4,0.735,16.6,6.7,3.4,1.7,4,4,18.6,102.5,91.7,Kyle Anderson,kyle-anderson-3
2013-14,UCLA,Pac-12,36,36,1196,8.6,18,0.48,7.3,15.2,0.48,1.3,2.8,0.483,6.5,8.9,0.737,15,11.1,3.1,1.3,5.3,2.9,25.2,113.4,95.4,Kyle Anderson,kyle-anderson-3
Career,UCLA,,71,70,2242,7.7,17.1,0.452,6.8,14.7,0.465,0.9,2.5,0.375,5.7,7.7,0.736,15.8,9.1,3.2,1.5,4.7,3.4,22.1,108.9,93.7,Kyle Anderson,kyle-anderson-3
2010-11,BYU,MWC,36,26,926,4.7,9.8,0.481,4.3,8.2,0.526,0.4,1.6,0.259,2.8,4.9,0.568,11.1,4.6,2.4,1,3.4,4.4,12.7,104.4,95.5,Kyle Collinsworth,kyle-collinsworth-1
2013-14,BYU,WCC,34,33,1136,8.4,16.9,0.497,8,15.8,0.506,0.4,1.1,0.364,5.6,9.7,0.576,13.2,7.5,2.7,0.7,4.3,3.9,22.7,110,102,Kyle Collinsworth,kyle-collinsworth-1
2014-15,BYU,WCC,33,33,1019,8.8,18.6,0.472,8.4,17.4,0.484,0.3,1.2,0.286,7.4,10.1,0.736,15.9,10.9,3.3,0.6,5.3,4.1,25.3,115.7,97.8,Kyle Collinsworth,kyle-collinsworth-1
2015-16,BYU,WCC,37,36,1249,8.9,19.2,0.464,8.5,17.6,0.484,0.4,1.6,0.243,6.3,9.7,0.652,13.1,11.9,3.2,0.9,5.5,3.2,24.5,110.7,95.5,Kyle Collinsworth,kyle-collinsworth-1
Career,BYU,,140,128,4330,7.9,16.5,0.477,7.5,15.1,0.495,0.4,1.4,0.28,5.6,8.8,0.642,13.3,9,2.9,0.8,4.7,3.8,21.8,111,97.8,Kyle Collinsworth,kyle-collinsworth-1
2014-15,Utah,Pac-12,31,0,252,9.1,20,0.456,6.3,11.4,0.556,2.8,8.6,0.324,5.1,9.1,0.556,13.9,4.8,0.3,1.3,4.6,8.1,26.1,104.9,92.9,Kyle Kuzma,kyle-kuzma-1
2015-16,Utah,Pac-12,36,35,867,10.5,20.1,0.522,9.6,16.6,0.578,0.9,3.5,0.255,4.5,7.3,0.617,14,3.5,0.8,1.1,4.8,5,26.4,106.1,103.2,Kyle Kuzma,kyle-kuzma-1
2016-17,Utah,Pac-12,29,29,894,11.6,23,0.504,9.9,17.7,0.56,1.7,5.4,0.321,5.4,8.1,0.669,17.3,4.5,1.1,0.9,4,2.9,30.4,115.8,96.3,Kyle Kuzma,kyle-kuzma-1
