SEASON,SCHOOL,CONFERENCE,G,GS,MP,PER40_FG,PER40_FGA,PER40_FG%,PER40_2P,PER40_2PA,PER40_2P%,PER40_3P,PER40_3PA,PER40_3P%,PER40_FT,PER40_FTA,PER40_FT%,PER40_TRB,PER40_AST,PER40_STL,PER40_BLK,PER40_TOV,PER40_PF,PER40_PTS,PLAYER,SPORTS_REF_ID
1996-97,Kentucky,SEC,39,,617,8.6,16.8,0.51,8.6,16.7,0.514,0,0.1,0,2.9,5.8,0.506,14.7,0.8,2.1,3.4,3.8,6.5,20,Nazr Mohammed,nazr-mohammed-1
1997-98,Kentucky,SEC,39,,,,,0.597,,,0.597,,,,,,0.652,,,,,,,,Nazr Mohammed,nazr-mohammed-1
Career,Kentucky,,94,,705,19,34.4,0.553,19,34.3,0.555,0,0.1,0,8.2,14.1,0.581,30.2,2.4,4.1,7.7,4.4,6.8,46.2,Nazr Mohammed,nazr-mohammed-1
2012-13,Kentucky,SEC,24,24,765,5.1,8.7,0.59,5.1,8.7,0.59,0,0,,2.9,5.4,0.529,11.9,2,2.6,5.5,2.4,3.2,13.1,Nerlens Noel,nerlens-noel-1
Career,Kentucky,,24,24,765,5.1,8.7,0.59,5.1,8.7,0.59,0,0,,2.9,5.4,0.529,11.9,2,2.6,5.5,2.4,3.2,13.1,Nerlens Noel,nerlens-noel-1
2007-08,Florida,SEC,36,36,1174,6,14,0.426,4,8.6,0.462,2,5.4,0.367,4.9,6.8,0.724,6.4,7.5,2,0.1,3.5,2.6,18.8,Nick Calathes,nick-calathes-1
2008-09,Florida,SEC,36,35,1200,6.8,14.2,0.482,4.4,7.9,0.555,2.4,6.2,0.39,4.5,6.4,0.707,6.4,7.7,2.3,0.2,4,2.3,20.6,Nick Calathes,nick-calathes-1
Career,Florida,,72,71,2374,6.4,14.1,0.455,4.2,8.3,0.507,2.2,5.8,0.38,4.7,6.6,0.715,6.4,7.6,2.1,0.2,3.8,2.4,19.7,Nick Calathes,nick-calathes-1
1999-00,Kansas,Big 12,34,33,774,7.5,15.1,0.497,7.2,14.4,0.502,0.3,0.7,0.385,3.2,4.8,0.674,12.1,2,1.9,1.7,3.6,5,18.4,Nick Collison,nick-collison-1
2000-01,Kansas,Big 12,33,23,892,8.4,14,0.597,8.3,13.8,0.601,0.1,0.2,0.4,3.8,6.1,0.625,10,3.2,1.6,2.4,4.1,5.1,20.7,Nick Collison,nick-collison-1
2001-02,Kansas,Big 12,37,36,990,9.9,16.7,0.592,9.8,16.4,0.596,0.1,0.3,0.375,3.4,5.9,0.575,12.4,2.6,1.6,3.4,3.8,4.4,23.3,Nick Collison,nick-collison-1
2002-03,Kansas,Big 12,38,38,1232,9.1,16.5,0.554,8.7,15.2,0.571,0.4,1.2,0.342,4.1,6.5,0.635,12.3,2.7,1.4,2.4,3,3.1,22.8,Nick Collison,nick-collison-1
Career,Kansas,,142,130,3888,8.8,15.7,0.562,8.6,15,0.571,0.2,0.7,0.359,3.7,5.9,0.624,11.8,2.6,1.6,2.5,3.6,4.2,21.6,Nick Collison,nick-collison-1
2003-04,Nevada,WAC,34,22,915,7.1,13.4,0.528,6,10.5,0.575,1,2.9,0.358,3.5,4.6,0.771,11.2,0.7,0.8,1.9,1.4,3.1,18.8,Nick Fazekas,nick-fazekas-1
2004-05,Nevada,WAC,32,32,1009,8.8,17.6,0.502,7.5,13.6,0.554,1.3,4,0.327,7.3,9.2,0.789,11.9,1.2,0.8,2,2.8,2.2,26.2,Nick Fazekas,nick-fazekas-1
2005-06,Nevada,WAC,33,33,1051,10.2,19.3,0.529,9,15.2,0.593,1.2,4.1,0.29,5.9,6.9,0.846,13,2.6,1.4,1.9,2.2,2.2,27.4,Nick Fazekas,nick-fazekas-1
2006-07,Nevada,WAC,32,32,969,10.2,18,0.568,9.1,15.4,0.591,1.2,2.7,0.431,5.3,6.2,0.848,14.6,2.3,1,2,2.6,3.1,26.9,Nick Fazekas,nick-fazekas-1
Career,Nevada,,131,119,3944,9.1,17.2,0.532,8,13.7,0.579,1.2,3.4,0.341,5.5,6.8,0.815,12.7,1.7,1,1.9,2.3,2.6,25,Nick Fazekas,nick-fazekas-1
2011-12,Arizona,Pac-12,35,28,983,4,10.9,0.369,2.4,5.8,0.413,1.6,5.1,0.32,3,4.4,0.679,4.6,3.5,1.1,0.8,2.7,3.2,12.7,Nick Johnson,nick-johnson-1
2012-13,Arizona,Pac-12,35,35,1099,5,11.1,0.448,3.5,7.2,0.477,1.5,3.9,0.393,3.2,4.4,0.713,4.6,4.1,2.5,0.7,2.4,2.4,14.7,Nick Johnson,nick-johnson-1
2013-14,Arizona,Pac-12,38,38,1257,6.5,15.1,0.432,4.6,9.7,0.469,2,5.4,0.367,4.6,6,0.781,4.9,3.4,1.4,0.8,2,2.4,19.7,Nick Johnson,nick-johnson-1
Career,Arizona,,108,101,3339,5.3,12.6,0.421,3.6,7.8,0.459,1.7,4.8,0.359,3.7,5,0.734,4.7,3.6,1.6,0.8,2.4,2.6,16,Nick Johnson,nick-johnson-1
1991-92,Cincinnati,GMWC,34,,834,6.9,15.5,0.446,3.9,7.7,0.513,3,7.8,0.38,3.3,4.8,0.673,4.2,4.7,2.1,0.3,2.4,2.9,20,Nick Van Exel,nick-van-exel-1
1992-93,Cincinnati,GMWC,31,29,1049,7.6,19.6,0.386,4.3,10.1,0.426,3.2,9.5,0.343,3.3,4.6,0.725,2.9,5.3,2.1,0.1,3.1,1.7,21.7,Nick Van Exel,nick-van-exel-1
Career,Cincinnati,,65,29,1883,7.3,17.8,0.409,4.1,9,0.459,3.1,8.7,0.358,3.3,4.7,0.701,3.4,5,2.1,0.2,2.8,2.3,20.9,Nick Van Exel,nick-van-exel-1
2004-05,USC,Pac-10,29,24,746,6.6,15,0.441,5.1,10.2,0.5,1.5,4.8,0.315,2.5,3.9,0.644,6.3,2,1.2,0.5,2.6,4,17.2,Nick Young,nick-young-1
2005-06,USC,Pac-10,30,30,1017,7.5,16.1,0.467,6.6,13.4,0.494,0.9,2.7,0.333,4.4,5.5,0.801,7.8,1.9,1.2,0.3,2.6,3,20.4,Nick Young,nick-young-1
2006-07,USC,Pac-10,37,36,1227,7.8,14.8,0.525,6.4,11.6,0.549,1.4,3.3,0.44,4.1,5.2,0.786,5.6,1.6,0.9,0.3,2.9,3,21.1,Nick Young,nick-young-1
Career,USC,,96,90,2990,7.4,15.3,0.484,6.1,11.8,0.518,1.3,3.5,0.368,3.8,5,0.764,6.5,1.8,1.1,0.3,2.7,3.3,19.9,Nick Young,nick-young-1
2013-14,Wisconsin,Big Ten,38,0,663,5.9,11.6,0.51,5.9,11.6,0.51,0,0,,5.8,9.9,0.585,6.4,2.2,1.9,1.2,2.7,6,17.6,Nigel Hayes,nigel-hayes-1
2014-15,Wisconsin,Big Ten,40,40,1319,5,10.1,0.497,3.8,7.1,0.541,1.2,3.1,0.396,3.8,5.1,0.744,7.5,2.4,1,0.5,1.5,2.3,15.1,Nigel Hayes,nigel-hayes-1
2015-16,Wisconsin,Big Ten,35,35,1267,5.1,13.8,0.368,3.9,9.6,0.4,1.2,4.2,0.293,6,8.1,0.736,6.4,3.3,1.2,0.4,2.5,2.2,17.4,Nigel Hayes,nigel-hayes-1
2016-17,Wisconsin,Big Ten,37,37,1190,6.1,13.2,0.457,5.3,10.9,0.488,0.7,2.4,0.314,4.5,7.7,0.587,8.2,3.4,0.9,0.5,2.1,2.3,17.4,Nigel Hayes,nigel-hayes-1
Career,Wisconsin,,150,112,4439,5.5,12.2,0.446,4.5,9.5,0.478,0.9,2.7,0.332,4.9,7.4,0.666,7.2,2.9,1.2,0.6,2.1,2.8,16.7,Nigel Hayes,nigel-hayes-1
2012-13,Michigan,Big Ten,39,33,1190,4.6,10,0.463,1.9,3.9,0.5,2.7,6.1,0.44,2.5,2.9,0.851,3.9,1.7,0.7,0.3,1.5,0.9,14.5,Nik Stauskas,nik-stauskas-1
2013-14,Michigan,Big Ten,36,36,1281,5.8,12.3,0.47,2.9,5.8,0.5,2.9,6.5,0.442,5.2,6.4,0.824,3.3,3.7,0.6,0.3,2.1,1.5,19.7,Nik Stauskas,nik-stauskas-1
Career,Michigan,,75,69,2471,5.2,11.2,0.467,2.4,4.9,0.5,2.8,6.3,0.441,3.9,4.7,0.832,3.6,2.8,0.7,0.3,1.8,1.2,17.2,Nik Stauskas,nik-stauskas-1
2008-09,USC,Pac-10,23,3,254,4.1,7.1,0.578,4.1,6.6,0.619,0,0.5,0,1.1,1.3,0.875,9.6,1.1,1.4,1.4,2.2,5.4,9.3,Nikola Vucevic,nikola-vucevic-1
2009-10,USC,Pac-10,30,30,968,5.2,10.3,0.504,4.9,8.8,0.551,0.3,1.5,0.222,2.5,3.5,0.718,11.7,1.5,0.7,1.6,2.4,3.4,13.3,Nikola Vucevic,nikola-vucevic-1
2010-11,USC,Pac-10,34,34,1187,7.2,14.4,0.505,6.3,11.6,0.542,1,2.8,0.349,4.1,5.5,0.755,11.8,1.8,0.6,1.6,2,3.2,19.6,Nikola Vucevic,nikola-vucevic-1
Career,USC,,87,67,2409,6.1,12,0.509,5.5,9.9,0.551,0.6,2,0.303,3.2,4.3,0.746,11.5,1.6,0.7,1.6,2.1,3.5,16,Nikola Vucevic,nikola-vucevic-1
2013-14,Indiana,Big Ten,30,29,794,5.7,10.9,0.523,4.9,9.2,0.53,0.8,1.7,0.485,4.8,6.8,0.716,13.6,0.9,1.3,2.1,3.2,4.1,17,Noah Vonleh,noah-vonleh-1
Career,Indiana,,30,29,794,5.7,10.9,0.523,4.9,9.2,0.53,0.8,1.7,0.485,4.8,6.8,0.716,13.6,0.9,1.3,2.1,3.2,4.1,17,Noah Vonleh,noah-vonleh-1
1999-00,Fresno State,WAC,33,,350,3.9,7.1,0.548,3.9,7.1,0.548,0,0,,2.2,4.2,0.514,8.1,0.3,1.4,2.4,,,9.9,Noel Felix,noel-felix-1
2000-01,Fresno State,WAC,33,0,413,4.2,9,0.462,4.2,8.5,0.489,0,0.5,0,1.4,2.2,0.609,9,0.6,1.3,1.8,2.6,6.6,9.7,Noel Felix,noel-felix-1
2001-02,Fresno State,WAC,34,29,811,5.7,11.4,0.496,5.3,10.3,0.517,0.3,1.1,0.304,1.6,3,0.525,8.5,0.9,1,1.4,2.5,4.6,13.3,Noel Felix,noel-felix-1
2002-03,Fresno State,WAC,28,23,640,6.2,12.1,0.51,6.2,11.8,0.524,0,0.3,0,2.5,3.7,0.678,8.4,1.6,1.3,2.6,3.9,5.9,14.9,Noel Felix,noel-felix-1
Career,Fresno State,,128,52,2214,5.3,10.5,0.501,5.1,9.9,0.518,0.1,0.6,0.212,1.9,3.3,0.583,8.5,0.9,1.2,2,2.5,4.6,12.5,Noel Felix,noel-felix-1
2007-08,Duke,ACC,34,1,500,5.6,12,0.467,3.8,7.4,0.516,1.8,4.6,0.386,3.2,4.2,0.769,4.2,3.6,1.4,0.4,3.9,4.6,16.2,Nolan Smith,nolan-smith-1
2008-09,Duke,ACC,34,21,734,5.3,12.5,0.426,3.9,8.3,0.467,1.5,4.3,0.346,3.4,4,0.849,4,3.2,1.7,0.1,3,3.8,15.5,Nolan Smith,nolan-smith-1
2009-10,Duke,ACC,38,38,1349,7.1,16.1,0.441,5.3,11.5,0.46,1.8,4.5,0.392,3.6,4.7,0.767,3.1,3.4,1.4,0.3,2.1,2,19.6,Nolan Smith,nolan-smith-1
2010-11,Duke,ACC,37,37,1259,8.3,18,0.458,6.4,12.9,0.501,1.8,5.2,0.35,5.9,7.3,0.813,5.3,6,1.4,0.1,3.7,2.3,24.3,Nolan Smith,nolan-smith-1
Career,Duke,,143,97,3842,6.9,15.5,0.448,5.2,10.8,0.482,1.7,4.7,0.368,4.3,5.4,0.8,4.1,4.2,1.5,0.2,3,2.8,19.9,Nolan Smith,nolan-smith-1
2011-12,UCLA,Pac-12,33,1,586,4,10.5,0.377,2.2,5.4,0.405,1.8,5.1,0.347,0.6,1,0.6,5.1,2.7,1.1,0.6,1.6,3.1,10.3,Norman Powell,norman-powell-1
2012-13,UCLA,Pac-12,35,9,773,4.1,9.4,0.434,2.7,4.7,0.578,1.4,4.8,0.293,1.4,2.1,0.675,3.9,1.9,1.3,0.9,2,3.5,11,Norman Powell,norman-powell-1
2013-14,UCLA,Pac-12,37,37,952,6.4,12.1,0.533,5.6,9.2,0.607,0.8,2.9,0.294,4,5.2,0.78,4.4,2.6,2.1,0.6,1.6,3.6,17.7,Norman Powell,norman-powell-1
2014-15,UCLA,Pac-12,36,36,1244,6.8,15,0.456,5.6,11.2,0.503,1.2,3.8,0.319,4.1,5.4,0.751,5.4,2.4,2.1,0.5,2.6,2.9,19,Norman Powell,norman-powell-1
Career,UCLA,,141,83,3555,5.7,12.3,0.461,4.4,8.3,0.533,1.2,4,0.314,2.9,3.9,0.746,4.8,2.4,1.8,0.6,2,3.2,15.5,Norman Powell,norman-powell-1
2007-08,Cleveland State,Horizon,34,0,489,4.4,11.6,0.38,3.6,8.2,0.44,0.8,3.4,0.238,4,4.9,0.817,3.9,2.3,1.8,0,3.2,4.7,13.7,Norris Cole,norris-cole-1
2008-09,Cleveland State,Horizon,37,37,1213,6.2,13.6,0.453,4.8,9.3,0.521,1.3,4.3,0.305,2.6,3.2,0.804,3.1,3,1.5,0.2,1.8,2.9,16.2,Norris Cole,norris-cole-1
2009-10,Cleveland State,Horizon,33,33,1127,6.6,15.2,0.432,5.2,11.3,0.464,1.3,3.9,0.342,4.6,5.8,0.799,3.2,5.2,2.2,0.1,3.2,2.9,19.1,Norris Cole,norris-cole-1
2010-11,Cleveland State,Horizon,36,36,1285,7.8,17.8,0.439,6.2,13.2,0.473,1.6,4.6,0.342,7.1,8.3,0.853,6.5,5.9,2.5,0.1,3,2.7,24.3,Norris Cole,norris-cole-1
Career,Cleveland State,,140,106,4114,6.6,15.1,0.435,5.2,10.9,0.48,1.4,4.2,0.321,4.7,5.7,0.826,4.3,4.4,2,0.1,2.8,3,19.2,Norris Cole,norris-cole-1
2007-08,USC,Pac-10,33,32,1216,7.8,17.6,0.442,4.9,10.6,0.464,2.9,7.1,0.409,4,5,0.803,4.9,3.6,1.7,0.4,3.8,2.6,22.5,O.J. Mayo,oj-mayo-1
Career,USC,,33,32,1216,7.8,17.6,0.442,4.9,10.6,0.464,2.9,7.1,0.409,4,5,0.803,4.9,3.6,1.7,0.4,3.8,2.6,22.5,O.J. Mayo,oj-mayo-1
1995-96,Maryland,ACC,30,18,463,4.4,9.3,0.472,4.4,9.3,0.472,0,0,,2.9,5.2,0.55,9.6,0.9,1.1,1.7,2.9,6.8,11.7,Obinna Ekezie,obinna-ekezie-1
1996-97,Maryland,ACC,32,,858,4.9,9.7,0.502,4.9,9.7,0.502,0,0,,4.3,6.7,0.639,9.9,1,1.1,1.5,,,15,Obinna Ekezie,obinna-ekezie-1
1997-98,Maryland,ACC,32,,,,,0.484,,,0.484,,,,,,0.67,,,,,,,,Obinna Ekezie,obinna-ekezie-1
1998-99,Maryland,ACC,24,,614,6.8,13.9,0.488,6.8,13.7,0.493,0,0.1,0,6.3,9.1,0.693,9.2,1.4,1.1,2.3,,,19.9,Obinna Ekezie,obinna-ekezie-1
Career,Maryland,,118,18,1935,8.2,16.8,0.488,8.2,16.8,0.49,0,0,0,7.4,11.2,0.654,13.9,2.1,1.5,2.6,0.7,1.6,24.2,Obinna Ekezie,obinna-ekezie-1
2015-16,Indiana,Big Ten,34,0,466,5.7,10,0.569,4.5,7.5,0.609,1.1,2.5,0.448,1.7,3.6,0.476,7.7,1.5,2.3,2.2,2.4,4.5,14.2,OG Anunoby,og-anunoby-1
2016-17,Indiana,Big Ten,16,10,402,6.8,12.1,0.557,5.4,7.7,0.701,1.4,4.5,0.311,2.7,4.8,0.563,8.7,2.3,2.1,2.1,2.6,3.3,17.6,OG Anunoby,og-anunoby-1
Career,Indiana,,50,10,868,6.2,11,0.563,4.9,7.6,0.652,1.2,3.4,0.365,2.2,4.1,0.522,8.2,1.9,2.2,2.2,2.5,3.9,15.8,OG Anunoby,og-anunoby-1
2010-11,Florida State,ACC,34,13,560,5.1,11.4,0.444,4.4,9,0.492,0.6,2.4,0.265,5.1,6.2,0.828,7.6,1.1,1.6,1.1,3.1,5.4,15.9,Okaro White,okaro-white-1
2011-12,Florida State,ACC,35,12,790,4.6,9.7,0.476,4.1,8,0.506,0.6,1.7,0.333,3.8,5.1,0.752,7.7,0.9,1,0.7,2.6,5.6,13.6,Okaro White,okaro-white-1
2012-13,Florida State,ACC,34,34,983,5.6,11,0.511,4.6,7.7,0.595,1,3.3,0.313,4.8,5.9,0.815,8.2,1.1,1.3,1.5,2.2,4.2,17.1,Okaro White,okaro-white-1
2013-14,Florida State,ACC,36,35,1084,6.1,11.9,0.514,5.2,9.6,0.548,0.9,2.4,0.375,4.9,6.2,0.798,9,1.3,1,1.5,2.5,4,18.1,Okaro White,okaro-white-1
Career,Florida State,,139,94,3417,5.5,11.1,0.494,4.6,8.6,0.542,0.8,2.5,0.327,4.7,5.9,0.799,8.2,1.1,1.2,1.3,2.5,4.7,16.4,Okaro White,okaro-white-1
2005-06,Houston,CUSA,31,30,1019,6.4,17.7,0.364,3.1,7.1,0.431,3.4,10.6,0.319,2.9,4.2,0.685,5,2.2,4.1,0.2,2.6,3,19.2,Oliver Lafayette,oliver-lafayette-1
2006-07,Houston,CUSA,33,33,1181,5,14.3,0.354,2.5,6.5,0.387,2.5,7.8,0.326,3.4,4.5,0.758,6.6,3.5,2.6,0.3,2.2,3.4,16,Oliver Lafayette,oliver-lafayette-1
Career,Houston,,64,63,2200,5.7,15.9,0.359,2.8,6.8,0.409,2.9,9.1,0.322,3.2,4.4,0.725,5.9,2.9,3.3,0.2,2.4,3.2,17.5,Oliver Lafayette,oliver-lafayette-1
2000-01,St. John's (NY),Big East,29,29,1107,5.1,14.2,0.36,2.6,6.2,0.424,2.5,7.9,0.309,3.4,4.6,0.742,3.2,9.1,2.4,0.2,5.3,3,16.1,Omar Cook,omar-cook-1
Career,St. John's (NY),,29,29,1107,5.1,14.2,0.36,2.6,6.2,0.424,2.5,7.9,0.309,3.4,4.6,0.742,3.2,9.1,2.4,0.2,5.3,3,16.1,Omar Cook,omar-cook-1
2007-08,Oregon State,Pac-10,23,16,495,4.8,12.4,0.392,3.5,7.9,0.439,1.4,4.4,0.309,2.4,3.6,0.667,8,0.8,0.6,0.9,2.3,3.2,13.5,Omari Johnson,omari-johnson-1
2008-09,Oregon State,Pac-10,34,14,678,4.8,11.2,0.432,3,5.9,0.51,1.8,5.3,0.344,1.8,3.1,0.577,6.3,1.7,1.1,0.8,3.1,3.1,13.3,Omari Johnson,omari-johnson-1
2009-10,Oregon State,Pac-10,32,10,495,4.4,11.8,0.37,2.7,5.7,0.479,1.6,6.1,0.267,1.7,2.5,0.677,6.8,1.5,1.4,0.6,2.7,2.8,12,Omari Johnson,omari-johnson-1
2010-11,Oregon State,Pac-10,31,26,828,4.3,9.5,0.459,3.6,6.2,0.574,0.8,3.2,0.239,1.3,2.5,0.519,9.3,1.5,1.3,0.4,2.2,2.1,10.8,Omari Johnson,omari-johnson-1
Career,Oregon State,,120,66,2496,4.6,11,0.418,3.2,6.4,0.508,1.3,4.6,0.293,1.7,2.9,0.6,7.7,1.4,1.1,0.6,2.5,2.7,12.2,Omari Johnson,omari-johnson-1
2017-18,Villanova,Big East,40,39,1125,5.7,11.9,0.476,3.4,6.6,0.511,2.3,5.3,0.433,1.7,2.5,0.7,11.4,1.1,0.9,2.1,1.4,3.3,15.4,Omari Spellman,omari-spellman-1
Career,Villanova,,40,39,1125,5.7,11.9,0.476,3.4,6.6,0.511,2.3,5.3,0.433,1.7,2.5,0.7,11.4,1.1,0.9,2.1,1.4,3.3,15.4,Omari Spellman,omari-spellman-1
2000-01,Florida,SEC,31,2,591,2.4,6.7,0.354,1.5,3.2,0.468,0.9,3.5,0.25,1.4,1.9,0.75,4.9,5.8,2.6,0.9,3.5,5,7,Orien Greene,orien-greene-1
2001-02,Florida,SEC,31,30,737,3.4,7.9,0.434,2.3,4.3,0.544,1.1,3.6,0.303,0.8,1.2,0.636,4.8,4.8,3.3,0.3,2.7,4.4,8.7,Orien Greene,orien-greene-1
2003-04,Louisiana,Sun Belt,18,3,464,5.9,12.9,0.453,3.3,5.8,0.567,2.6,7.2,0.361,1.9,2.8,0.688,7.1,4.7,3.4,0.5,3.4,5.2,16.2,Orien Greene,orien-greene-1
2004-05,Louisiana,Sun Belt,24,23,775,4.7,12.2,0.388,3,6.8,0.443,1.8,5.5,0.321,3.2,4.2,0.756,5.8,5.1,3.5,0.4,4.3,3.7,14.5,Orien Greene,orien-greene-1
Career,Overall,,104,58,2567,4,9.8,0.409,2.5,5,0.497,1.5,4.8,0.316,1.9,2.6,0.726,5.5,5.1,3.2,0.5,3.5,4.5,11.4,Orien Greene,orien-greene-1
2007-08,Loyola Marymount,WCC,31,30,807,6.6,16,0.412,4.6,9.8,0.47,2,6.2,0.32,3.8,5.9,0.642,7.5,3.2,0.9,0.6,4,4,19,Orlando Johnson,orlando-johnson-1
2009-10,UCSB,Big West,30,29,939,7.5,15.6,0.481,5.5,10.6,0.52,2,4.9,0.397,6,8.6,0.703,6.9,2.9,0.9,0.7,3.5,3.1,23,Orlando Johnson,orlando-johnson-1
2010-11,UCSB,Big West,32,32,1065,8.3,17.5,0.475,5.9,11.4,0.513,2.5,6.1,0.405,6.2,7.7,0.804,7.4,3.5,1.5,0.6,3.3,2.5,25.3,Orlando Johnson,orlando-johnson-1
2011-12,UCSB,Big West,31,31,1067,7.8,17.2,0.451,5.1,11.1,0.464,2.6,6.1,0.427,4.8,6.8,0.698,6.7,3.4,1.3,0.9,2.8,2.1,22.9,Orlando Johnson,orlando-johnson-1
Career,Overall,,124,122,3878,7.6,16.7,0.457,5.3,10.8,0.493,2.3,5.9,0.391,5.3,7.3,0.72,7.1,3.3,1.2,0.7,3.3,2.8,22.8,Orlando Johnson,orlando-johnson-1
1992-93,Georgetown,Big East,33,,1075,7.6,13.3,0.573,7.6,13.3,0.573,0,0,,5.4,7.2,0.746,10.8,1.2,1,1.8,3.3,3.6,20.6,Othella Harrington,othella-harrington-1
1993-94,Georgetown,Big East,31,,897,6.8,12.3,0.551,6.8,12.3,0.553,0,0,0,6.7,9.2,0.733,11.1,1.6,1,2.3,4.1,4.5,20.3,Othella Harrington,othella-harrington-1
1994-95,Georgetown,Big East,31,,767,6.9,12.3,0.559,6.9,12.3,0.562,0,0.1,0,6,8.5,0.706,9.8,1.3,1.4,2.3,4.2,4.5,19.8,Othella Harrington,othella-harrington-1
1995-96,Georgetown,Big East,37,37,983,6.6,11.7,0.559,6.6,11.6,0.563,0,0.1,0,5.2,7.1,0.741,10.5,1.8,1.2,2.4,2.6,3.7,18.4,Othella Harrington,othella-harrington-1
Career,Georgetown,,132,37,3722,7,12.4,0.561,7,12.4,0.563,0,0,0,5.8,7.9,0.732,10.6,1.5,1.1,2.2,3.5,4,19.8,Othella Harrington,othella-harrington-1
2006-07,Ohio State,Big Ten,39,8,680,5.2,9.4,0.56,5.1,9.1,0.565,0.1,0.3,0.4,2.5,3.7,0.683,10.3,0.6,0.9,2.4,1.5,3.7,13.1,Othello Hunter,othello-hunter-1
2007-08,Ohio State,Big Ten,37,37,1009,6.3,10.5,0.596,6.2,10.2,0.607,0.1,0.3,0.25,1.9,3.5,0.545,9.5,1.2,0.9,2.2,2.1,3.5,14.5,Othello Hunter,othello-hunter-1
Career,Ohio State,,76,45,1689,5.8,10,0.583,5.8,9.7,0.591,0.1,0.3,0.308,2.2,3.6,0.603,9.8,1,0.9,2.3,1.8,3.6,13.9,Othello Hunter,othello-hunter-1
2005-06,UIC,Horizon,31,30,1001,5.6,11.5,0.488,5.6,11.5,0.488,0,0,,3.2,6,0.53,9.4,3.7,1.3,0.8,3.4,3.4,14.4,Othyus Jeffers,othyus-jeffers-1
2006-07,UIC,Horizon,32,32,1055,6.8,14.5,0.469,6.7,14,0.478,0.1,0.5,0.167,5,7.6,0.665,10.5,3.1,2,0.3,3.5,3.1,18.7,Othyus Jeffers,othyus-jeffers-1
Career,UIC,,63,62,2056,6.2,13,0.477,6.2,12.8,0.482,0,0.2,0.167,4.1,6.8,0.607,9.9,3.4,1.7,0.5,3.5,3.3,16.6,Othyus Jeffers,othyus-jeffers-1
2011-12,Georgetown,Big East,33,8,980,5.1,9.7,0.525,4.6,7.6,0.611,0.5,2.2,0.226,2.4,3.4,0.702,9.2,2.1,1.5,1.1,1.6,2.6,13.1,Otto Porter,otto-porter-1
2012-13,Georgetown,Big East,31,30,1097,6.1,12.8,0.48,4.6,9,0.504,1.6,3.7,0.422,4.4,5.7,0.777,8.5,3.1,2.1,1,1.7,2.2,18.3,Otto Porter,otto-porter-1
Career,Georgetown,,64,38,2077,5.6,11.3,0.498,4.6,8.3,0.55,1.1,3,0.355,3.5,4.6,0.751,8.8,2.6,1.8,1.1,1.6,2.4,15.8,Otto Porter,otto-porter-1
2011-12,UNC,ACC,37,0,482,5.1,16.4,0.308,1.9,4.9,0.39,3.2,11.5,0.273,4.3,5.1,0.839,6.7,2.3,1.2,0.5,2.2,4.5,17.6,P.J. Hairston,pj-hairston-1
2012-13,UNC,ACC,34,14,804,7.9,18.4,0.431,3.5,7.2,0.486,4.4,11.2,0.396,4.4,5.6,0.779,7.3,2.3,2.1,0.7,1.9,3.2,24.6,P.J. Hairston,pj-hairston-1
Career,UNC,,71,14,1286,6.8,17.6,0.388,2.9,6.3,0.458,4,11.3,0.349,4.4,5.4,0.8,7.1,2.3,1.8,0.6,2.1,3.7,22,P.J. Hairston,pj-hairston-1
2003-04,Texas,Big 12,33,16,742,7.2,13.1,0.547,7.2,13.1,0.547,0,0,,4.1,6.3,0.65,12.1,1.5,1.6,0.3,2.1,3.9,18.4,P.J. Tucker,pj-tucker-1
2004-05,Texas,Big 12,17,16,500,6.4,12.2,0.526,6.4,12.1,0.53,0,0.1,0,5.8,8.2,0.716,10.9,3,1.7,0.3,3,3.3,18.6,P.J. Tucker,pj-tucker-1
2005-06,Texas,Big 12,37,37,1276,7.1,13.7,0.515,7,13.6,0.514,0.1,0.1,0.667,4.5,6,0.747,11.1,3.3,2.1,0.4,3.6,3.3,18.6,P.J. Tucker,pj-tucker-1
Career,Texas,,87,69,2518,7,13.2,0.526,6.9,13.2,0.527,0,0.1,0.5,4.6,6.5,0.711,11.3,2.7,1.8,0.4,3,3.5,18.6,P.J. Tucker,pj-tucker-1
2001-02,Cal State Fullerton,Big West,26,26,867,6.4,15.2,0.421,6.1,13.7,0.446,0.3,1.5,0.188,5.4,8.4,0.648,10.3,0.8,1.6,1.5,2.6,4.3,18.5,Pape Sow,pape-sow-1
2002-03,Cal State Fullerton,Big West,18,16,566,5.8,11.3,0.513,5.4,10.5,0.514,0.4,0.8,0.5,5.6,8.2,0.681,11.2,0.9,1.8,0.9,3.2,4.5,17.6,Pape Sow,pape-sow-1
2003-04,Cal State Fullerton,Big West,28,28,901,7.1,14.4,0.494,6.7,13.3,0.507,0.4,1.1,0.333,6.9,10.3,0.675,12.1,1.1,2,0.7,3.8,4.5,21.5,Pape Sow,pape-sow-1
Career,Cal State Fullerton,,72,70,2334,6.5,14,0.468,6.2,12.8,0.484,0.3,1.2,0.294,6,9.1,0.667,11.2,1,1.8,1,3.2,4.4,19.5,Pape Sow,pape-sow-1
2014-15,New Mexico State,WAC,34,27,1048,6.3,11.1,0.572,6.3,11,0.576,0,0.1,0,4,5.2,0.759,10,1.7,1.1,2.3,2.4,3.4,16.6,Pascal Siakam,pascal-siakam-1
